iter	Passed	Remaining
910	1040	101
911	1041	100
912	1045	99
913	1046	98
914	1047	97
915	1049	96
916	1050	95
917	1052	93
918	1053	92
919	1054	91
920	1056	90
921	1057	89
922	1059	88
923	1060	87
924	1062	86
925	1063	84
926	1065	83
927	1066	82
928	1067	81
929	1068	80
930	1069	79
931	1071	78
932	1072	77
933	1074	75
934	1076	74
935	1077	73
936	1078	72
937	1079	71
938	1081	70
939	1082	69
940	1083	67
941	1084	66
942	1085	65
943	1086	64
944	1087	63
945	1089	62
946	1090	61
947	1091	59
948	1092	58
949	1093	57
950	1094	56
951	1096	55
952	1097	54
953	1099	52
954	1100	51
955	1101	50
956	1103	49
957	1105	48
958	1106	47
959	1107	46
960	1108	45
961	1109	43
962	1110	42
963	1111	41
964	1112	40
965	1113	39
966	1114	38
967	1115	36
968	1116	35
969	1117	34
970	1118	33
971	1119	32
972	1120	31
973	1121	29
974	1122	28
975	1123	27
976	1124	26
977	1124	25
978	1125	24
979	1126	22
980	1127	21
981	1128	20
982	1129	19
983	1130	18
984	1131	17
985	1132	16
986	1133	14
987	1135	13
988	1136	12
989	1137	11
990	1138	10
991	1139	9
992	1140	8
993	1141	6
994	1142	5
995	1143	4
996	1144	3
997	1145	2
998	1146	1
999	1147	0
